Code/Ref,License holder,Company_Name_cl,Type of License,License_type_cl,Date of award,Award_date_cl,Expiry date,Expiry_date_cl,Commodity,Commodity_cl,Area  (Km2),Area_km2_cl,Location  (Region),License_location_cl,Coordinates of the license area
0168/2013,"Sea Sun Star 
Mining Production & 
Marketing Co., Ltd.","Sea Sun Star Mining Production & Marketing Co., Ltd.",Small scale,Small,2013-10-02T00:00:00Z,2013-10-02,2015-10-01T00:00:00Z,2015-10-01,Gold,Gold,20.0,20.0,Mine Khun,Mine Khun,KTN-21
0169/2013,"Sea Sun Star 
Mining Production & 
Marketing Co., Ltd.","Sea Sun Star Mining Production & Marketing Co., Ltd.",Small scale,Small,2013-10-02T00:00:00Z,2013-10-02,2015-10-01T00:00:00Z,2015-10-01,Gold,Gold,20.0,20.0,Kaung Yar,Kaung Yar,KTN-33
0170/2013,"Sea Sun Star 
Mining Production & 
Marketing Co., Ltd.","Sea Sun Star Mining Production & Marketing Co., Ltd.",Small scale,Small,2013-10-02T00:00:00Z,2013-10-02,2015-10-01T00:00:00Z,2015-10-01,Gold,Gold,20.0,20.0,Kaung Yar,Kaung Yar,KTN-34
0173/2013,"Sea Sun Star 
Mining Production & 
Marketing Co., Ltd.","Sea Sun Star Mining Production & Marketing Co., Ltd.",Small scale,Small,2013-10-02T00:00:00Z,2013-10-02,2015-10-01T00:00:00Z,2015-10-01,Gold,Gold,20.0,20.0,DaLue,DaLue,KTN-39
0174/2013,"Sea Sun Star 
Mining Production & 
Marketing Co., Ltd.","Sea Sun Star Mining Production & Marketing Co., Ltd.",Small scale,Small,2013-10-02T00:00:00Z,2013-10-02,2015-10-01T00:00:00Z,2015-10-01,Gold,Gold,20.0,20.0,DaLue,DaLue,KTN-40
0112/2009,"Shwe Pyae Phyo
 Gold & Mining  Co., Ltd","Shwe Pyae Phyo Gold & Mining Co., Ltd",Small scale,Small,2009-08-17T00:00:00Z,2009-08-17,2015-08-16T00:00:00Z,2015-08-16,Gold,Gold,20.0,20.0,Shin Bawe Yan,Shin Bawe Yan,KSBY-15
0117/2014,"Thiri Phyo Wai Co., Ltd","Thiri Phyo Wai Co., Ltd",Small scale,Small,2014-03-26T00:00:00Z,2014-03-26,2016-03-25T00:00:00Z,2016-03-25,Gold,Gold,20.0,20.0,Shin Bawe Yan,Shin Bawe Yan,KSBY-49
0208/2014,"Thiri Phyo Wai Co., Ltd","Thiri Phyo Wai Co., Ltd",Small scale,Small,2014-07-17T00:00:00Z,2014-07-17,2015-07-16T00:00:00Z,2015-07-16,Gold,Gold,20.0,20.0,Shin Bawe Yan,Shin Bawe Yan,KSBY-48
0192/2011,"San Lin International
Ehport and Import 
Co.,Ltd","San Lin International Ehport and Import Co.,Ltd",Small scale,Small,2011-02-25T00:00:00Z,2011-02-25,2016-02-24T00:00:00Z,2016-02-24,Gold,Gold,20.0,20.0,Naung Chain,Naung Chain,KWM-102
0050/2015,"San Lin International
Ehport and Import 
Co.,Ltd","San Lin International Ehport and Import Co.,Ltd",Small scale,Small,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,20.0,20.0,Man daung,Man daung,KWM-87
0051/2015,"San Lin International
Ehport and Import 
Co.,Ltd","San Lin International Ehport and Import Co.,Ltd",Small scale,Small,2015-02-04T00:00:00Z,2015-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,20.0,20.0,Man daung,Man daung,KWM-91
0274/2014,"Bu Yaung Family 
Co., Ltd","Bu Yaung Family Co., Ltd",Small scale,Small,2014-11-12T00:00:00Z,2014-11-12,2015-11-11T00:00:00Z,2015-11-11,Gold,Gold,20.0,20.0,Man daung,Man daung,KWM-107
0285/2014,"Myanmar Academy
International Co., Ltd","Myanmar Academy International Co., Ltd",Small scale,Small,2014-12-03T00:00:00Z,2014-12-03,2015-12-02T00:00:00Z,2015-12-02,Gold,Gold,12.0,12.0,Phon Tan Kaung,Phon Tan Kaung,KWM-108
0056/2015,"Shwe Sune Thaike 
Co., Ltd","Shwe Sune Thaike Co., Ltd",Small scale,Small,2015-02-11T00:00:00Z,2015-02-11,2016-02-10T00:00:00Z,2016-02-10,Gold,Gold,20.0,20.0,Naung Chain,Naung Chain,KWM-109
0379/2011,"Shwe Moe Thoon Aung 
Mining Co., Ltd","Shwe Moe Thoon Aung Mining Co., Ltd",Small scale,Small,2011-11-25T00:00:00Z,2011-11-25,2015-11-24T00:00:00Z,2015-11-24,Gold,Gold,20.0,20.0,Kar Due,Kar Due,KMN-11
0240/2014,"Kan Linn Thu 
Mining Co., Ltd ","Kan Linn Thu Mining Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,Kar Due,Kar Due,KMN-12
0130/2012,"Lone Sein Mining Co., Ltd","Lone Sein Mining Co., Ltd",Small scale,Small,2012-08-20T00:00:00Z,2012-08-20,2015-08-19T00:00:00Z,2015-08-19,Gold,Gold,20.0,20.0,A Mat Kyi Kone,A Mat Kyi Kone,KSG-28A
0168/2012,"Gold Season 
Private Limited",Gold Season Private Limited,Small scale,Small,2012-09-05T00:00:00Z,2012-09-05,2015-09-04T00:00:00Z,2015-09-04,Gold,Gold,20.0,20.0,Shwe Nyain Chan,Shwe Nyain Chan,KSG-46
0022/2015,"Maha Shwe Zabuu 
Co., Ltd","Maha Shwe Zabuu Co., Ltd",Small scale,Small,2015-01-21T00:00:00Z,2015-01-21,2016-01-20T00:00:00Z,2016-01-20,Gold,Gold,20.0,20.0,A Mat Kyi Kone,A Mat Kyi Kone,KSG-23
0020/2015,"Maha Shwe Zabuu 
Co., Ltd","Maha Shwe Zabuu Co., Ltd",Small scale,Small,2015-01-21T00:00:00Z,2015-01-21,2016-01-20T00:00:00Z,2016-01-20,Gold,Gold,20.0,20.0,Si Khan Kyi,Si Khan Kyi,KMS-13
0021/2015,"Maha Shwe Zabuu 
Co., Ltd","Maha Shwe Zabuu Co., Ltd",Small scale,Small,2015-01-21T00:00:00Z,2015-01-21,2016-01-20T00:00:00Z,2016-01-20,Gold,Gold,20.0,20.0,Si Khan Kyi,Si Khan Kyi,KMS-18
0037/2013,"Shwe Phyoe Kywe 
Mining Co., Ltd","Shwe Phyoe Kywe Mining Co., Ltd",Small scale,Small,2013-02-06T00:00:00Z,2013-02-06,2016-02-05T00:00:00Z,2016-02-05,Gold,Gold,20.0,20.0,Naung Moe,Naung Moe,KBM-3A
0548/2010,"Htoo Ko Ko Co.,Ltd","Htoo Ko Ko Co.,Ltd",Small scale,Small,2010-08-27T00:00:00Z,2010-08-27,2015-08-26T00:00:00Z,2015-08-26,Gold,Gold,20.0,20.0,Sinn Khan,Sinn Khan,KBM-10
0233/2014,"Mega Jade Star 
Mining Co.,Ltd","Mega Jade Star Mining Co.,Ltd",Small scale,Small,2014-08-13T00:00:00Z,2014-08-13,2015-08-12T00:00:00Z,2015-08-12,Gold,Gold,20.0,20.0,Sinn Khan,Sinn Khan,KBM-23
0234/2014,"Mega Jade Star 
Mining Co.,Ltd","Mega Jade Star Mining Co.,Ltd",Small scale,Small,2014-08-13T00:00:00Z,2014-08-13,2015-08-12T00:00:00Z,2015-08-12,Gold,Gold,19.0,19.0,Sinn Khan,Sinn Khan,KBM-24
0301/2014,National Prosperity  Gold Production Group Limited,National Prosperity Gold Production Group Limited,Small scale,Small,2014-12-24T00:00:00Z,2014-12-24,2015-12-23T00:00:00Z,2015-12-23,Gold,Gold,-,,Lone Khin,Lone Khin,MawSiSar-7
0265/2014,"Hlaing Aung Pwar Co.,Ltd","Hlaing Aung Pwar Co.,Ltd",Small scale,Small,2014-10-15T00:00:00Z,2014-10-15,2015-10-14T00:00:00Z,2015-10-14,Gold,Gold,20.0,20.0,Ka Nan Bown,Ka Nan Bown,KIJY-16
0058/2015,"La Pyi Wun Gold 
Mining Co.,Ltd","La Pyi Wun Gold Mining Co.,Ltd",Small scale,Small,2015-02-18T00:00:00Z,2015-02-18,2016-02-18T00:00:00Z,2016-02-18,Gold,Gold,20.0,20.0,Lar Tar Kaw,Lar Tar Kaw,KKLP-3
0163/2008,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2008-07-03T00:00:00Z,2008-07-03,2015-07-02T00:00:00Z,2015-07-02,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,Kyaukpaset-1A
0164/2008,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2014-07-03T00:00:00Z,2014-07-03,2015-07-02T00:00:00Z,2015-07-02,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,Kyaukpaset-1B
0165/2008,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2008-07-03T00:00:00Z,2008-07-03,2015-07-02T00:00:00Z,2015-07-02,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,Kyaukpaset-1C
0166/2008,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2008-07-03T00:00:00Z,2008-07-03,2015-07-02T00:00:00Z,2015-07-02,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,Kyaukpaset-1D
0167/2008,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2008-07-03T00:00:00Z,2008-07-03,2015-07-02T00:00:00Z,2015-07-02,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,Wat-Htoe-Gone-1A
0168/2008,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2008-07-03T00:00:00Z,2008-07-03,2015-07-02T00:00:00Z,2015-07-02,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,Wat-Htoe-Gone-1B
0178/2009,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2009-10-09T00:00:00Z,2009-10-09,2015-10-08T00:00:00Z,2015-10-08,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-14
0038/2010,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2010-02-04T00:00:00Z,2010-02-04,2016-02-03T00:00:00Z,2016-02-03,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-24
0674/2010,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2010-10-20T00:00:00Z,2010-10-20,2015-10-19T00:00:00Z,2015-10-19,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-51
0675/2010,"Ruby Dragon 
Mining Co., Ltd","Ruby Dragon Mining Co., Ltd",Small scale,Small,2010-10-20T00:00:00Z,2010-10-20,2015-10-19T00:00:00Z,2015-10-19,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-52
0524/2010,"Red Mountain 
Production co., Ltd.","Red Mountain Production co., Ltd.",Small scale,Small,2010-08-10T00:00:00Z,2010-08-10,2015-08-09T00:00:00Z,2015-08-09,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-44
0525/2010,"Red Mountain 
Production co., Ltd.","Red Mountain Production co., Ltd.",Small scale,Small,2010-08-10T00:00:00Z,2010-08-10,2015-08-09T00:00:00Z,2015-08-09,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-45
0526/2010,"Red Mountain 
Production co., Ltd.","Red Mountain Production co., Ltd.",Small scale,Small,2010-08-10T00:00:00Z,2010-08-10,2015-08-09T00:00:00Z,2015-08-09,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-46
0358/2010,"Red Mountain 
Production co., Ltd.","Red Mountain Production co., Ltd.",Small scale,Small,2010-05-14T00:00:00Z,2010-05-14,2015-05-13T00:00:00Z,2015-05-13,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-36
0359/2010,"Red Mountain 
Production co., Ltd.","Red Mountain Production co., Ltd.",Small scale,Small,2010-05-14T00:00:00Z,2010-05-14,2015-05-13T00:00:00Z,2015-05-13,Gold,Gold,20.0,20.0,Taung Kone,Taung Kone,SWTO-37
0224/2009,"Etarnal Mining Co., Ltd","Etarnal Mining Co., Ltd",Small scale,Small,2009-11-13T00:00:00Z,2009-11-13,2015-11-12T00:00:00Z,2015-11-12,Gold,Gold,20.0,20.0,Win Kyi,Win Kyi,SWTO-17
0225/2009,"Etarnal Mining Co., Ltd","Etarnal Mining Co., Ltd",Small scale,Small,2009-11-13T00:00:00Z,2009-11-13,2015-11-12T00:00:00Z,2015-11-12,Gold,Gold,20.0,20.0,Win Kyi,Win Kyi,SWTO-18
0226/2009,"Etarnal Mining Co., Ltd","Etarnal Mining Co., Ltd",Small scale,Small,2009-11-13T00:00:00Z,2009-11-13,2015-11-12T00:00:00Z,2015-11-12,Gold,Gold,20.0,20.0,Win Kyi,Win Kyi,SWTO-19
0227/2009,"Etarnal Mining Co., Ltd","Etarnal Mining Co., Ltd",Small scale,Small,2009-11-13T00:00:00Z,2009-11-13,2015-11-12T00:00:00Z,2015-11-12,Gold,Gold,20.0,20.0,Win Kyi,Win Kyi,SWTO-20
0132/2012,"MCS Mining  Co., Ltd","MCS Mining Co., Ltd",Small scale,Small,2012-08-20T00:00:00Z,2012-08-20,2015-08-19T00:00:00Z,2015-08-19,Gold,Gold,20.0,20.0,Man Kyi Pin,Man Kyi Pin,SWTO-53A
0172/2012,"Khaing Ngu War Shwe 
Co.,Ltd","Khaing Ngu War Shwe Co.,Ltd",Small scale,Small,2012-08-30T00:00:00Z,2012-08-30,2015-08-29T00:00:00Z,2015-08-29,Gold,Gold,20.0,20.0,Maw Khar,Maw Khar,SWTO-32A
0079/2013,"ArKar Myint Manu
facturing Co., Ltd","ArKar Myint Manu facturing Co., Ltd",Small scale,Small,2013-04-10T00:00:00Z,2013-04-10,2015-04-09T00:00:00Z,2015-04-09,Gold,Gold,20.0,20.0,Man Kyi Pin,Man Kyi Pin,SWTO-74
0068/2014,"ArKar Myint Manu
facturing Co., Ltd","ArKar Myint Manu facturing Co., Ltd",Small scale,Small,2014-01-08T00:00:00Z,2014-01-08,2016-01-07T00:00:00Z,2016-01-07,Gold,Gold,20.0,20.0,Man Kyi Pin,Man Kyi Pin,SWTO-78
0102/2014,"Worm Pool Co., Ltd","Worm Pool Co., Ltd",Small scale,Small,2014-03-04T00:00:00Z,2014-03-04,2016-03-03T00:00:00Z,2016-03-03,Gold,Gold,20.0,20.0,Maw Khar,Maw Khar,SWTO-84
0175/2014,"Asia Golden Light 
Mining Co., Ltd","Asia Golden Light Mining Co., Ltd",Small scale,Small,2014-05-14T00:00:00Z,2014-05-14,2015-05-13T00:00:00Z,2015-05-13,Gold,Gold,20.0,20.0,Nyaung Chae Htout,Nyaung Chae Htout,SWTO-81
0176/2014,"Asia Golden Light 
Mining Co., Ltd","Asia Golden Light Mining Co., Ltd",Small scale,Small,2014-05-14T00:00:00Z,2014-05-14,2015-05-13T00:00:00Z,2015-05-13,Gold,Gold,20.0,20.0,Aoung Pin ,Aoung Pin,SWTO-83
0255/2015,"Asia Golden Light 
Mining Co., Ltd","Asia Golden Light Mining Co., Ltd",Small scale,Small,2014-10-01T00:00:00Z,2014-10-01,2015-09-30T00:00:00Z,2015-09-30,Gold,Gold,20.0,20.0,Nyaung Chae Htout,Nyaung Chae Htout,SWTO-80
0256/2015,"Asia Golden Light 
Mining Co., Ltd","Asia Golden Light Mining Co., Ltd",Small scale,Small,2014-10-01T00:00:00Z,2014-10-01,2015-09-30T00:00:00Z,2015-09-30,Gold,Gold,20.0,20.0,Nyaung Chae Htout,Nyaung Chae Htout,SWTO-82
0248/2014,"Myanmar Golden 
High Land Mining 
Co., Ltd","Myanmar Golden High Land Mining Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,Kyauk Pa Sat,Kyauk Pa Sat,TaungNi-1
0249/2014,"Myanmar Golden 
High Land Mining 
Co., Ltd","Myanmar Golden High Land Mining Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,Kyauk Pa Sat,Kyauk Pa Sat,TaungNi-2
0013/2015,"Worm Pool Co., Ltd","Worm Pool Co., Ltd",Small scale,Small,2015-01-07T00:00:00Z,2015-01-07,2016-01-06T00:00:00Z,2016-01-06,Gold,Gold,19.37,19.37,Maw Khar,Maw Khar,SWTO-85
0288/2009,"Aye Aye Khaing
Mining Co., Ltd.","Aye Aye Khaing Mining Co., Ltd.",Small scale,Small,2009-12-01T00:00:00Z,2009-12-01,2015-11-30T00:00:00Z,2015-11-30,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-128
0289/2009,"Aye Aye Khaing
Mining Co., Ltd.","Aye Aye Khaing Mining Co., Ltd.",Small scale,Small,2009-12-01T00:00:00Z,2009-12-01,2015-11-30T00:00:00Z,2015-11-30,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-129
0145/2010,"Pyi Kaung Kyaw 
Mining Co.,Ltd","Pyi Kaung Kyaw Mining Co.,Ltd",Small scale,Small,2010-02-19T00:00:00Z,2010-02-19,2016-02-18T00:00:00Z,2016-02-18,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-139
0146/2010,"Aung Hsu Myat 
Mining Co.,Ltd","Aung Hsu Myat Mining Co.,Ltd",Small scale,Small,2010-02-19T00:00:00Z,2010-02-19,2016-02-18T00:00:00Z,2016-02-18,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-140
0147/2010,"Su Htu Pan 
mining Co.,Ltd","Su Htu Pan mining Co.,Ltd",Small scale,Small,2010-02-19T00:00:00Z,2010-02-19,2016-02-18T00:00:00Z,2016-02-18,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-141
0148/2010,"Kaung Mon Yadanar 
Mining co.,Ltd","Kaung Mon Yadanar Mining co.,Ltd",Small scale,Small,2010-02-19T00:00:00Z,2010-02-19,2016-02-18T00:00:00Z,2016-02-18,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-142
0149/2010,"Shwe Tong Tong
Mining Co.,Ltd","Shwe Tong Tong Mining Co.,Ltd",Small scale,Small,2010-02-19T00:00:00Z,2010-02-19,2016-02-18T00:00:00Z,2016-02-18,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-143
0178/2010,"Shwe Ngwe Moe Hlyan 
mining Co.,Ltd","Shwe Ngwe Moe Hlyan mining Co.,Ltd",Small scale,Small,2010-02-19T00:00:00Z,2010-02-19,2016-02-18T00:00:00Z,2016-02-18,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-144
0217/2010,"Khaing Shwe Hlyan
Mining Co.,Ltd","Khaing Shwe Hlyan Mining Co.,Ltd",Small scale,Small,2010-04-09T00:00:00Z,2010-04-09,2015-04-08T00:00:00Z,2015-04-08,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-160
0218/2010,"Khaing Shwe Hlyan
Mining Co.,Ltd","Khaing Shwe Hlyan Mining Co.,Ltd",Small scale,Small,2010-04-09T00:00:00Z,2010-04-09,2015-04-08T00:00:00Z,2015-04-08,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-160
0219/2010,"Pyi Kyaw Aung Htay 
Mining Co.,Ltd","Pyi Kyaw Aung Htay Mining Co.,Ltd",Small scale,Small,2010-04-09T00:00:00Z,2010-04-09,2015-04-08T00:00:00Z,2015-04-08,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-162
0220/2010,"Pyi Kyaw Aung Htay 
Mining Co.,Ltd","Pyi Kyaw Aung Htay Mining Co.,Ltd",Small scale,Small,2010-04-09T00:00:00Z,2010-04-09,2015-04-08T00:00:00Z,2015-04-08,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-163
0459/2010,"Skyward Co., Ltd","Skyward Co., Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-164
0449/2010,"Swan Minn Htet 
Mining co., Ltd","Swan Minn Htet Mining co., Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-194
0450/2010,"Swan Minn Htet 
Mining co., Ltd","Swan Minn Htet Mining co., Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-195
0451/2010,"Swan Minn Htet 
Mining co., Ltd","Swan Minn Htet Mining co., Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-196
0452/2010,"Swan Minn Htet 
Mining co., Ltd","Swan Minn Htet Mining co., Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-197
0453/2010,"Swan Minn Htet 
Mining co., Ltd","Swan Minn Htet Mining co., Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-198
0454/2010,"Swan Yadanar Htay 
Mining Co.,Ltd","Swan Yadanar Htay Mining Co.,Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-199
0455/2010,"Swan Yadanar Htay 
Mining Co.,Ltd","Swan Yadanar Htay Mining Co.,Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-200
0456/2010,"Swan Yadanar Htay 
Mining Co.,Ltd","Swan Yadanar Htay Mining Co.,Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-201
0457/2010,"Swan Yadanar Htay 
Mining Co.,Ltd","Swan Yadanar Htay Mining Co.,Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-202
0458/2010,"Swan Yadanar Htay 
Mining Co.,Ltd","Swan Yadanar Htay Mining Co.,Ltd",Small scale,Small,2010-07-06T00:00:00Z,2010-07-06,2015-07-05T00:00:00Z,2015-07-05,Gold,Gold,20.0,20.0,Sone Taw,Sone Taw,SBM-203
0027/2014,"Than Htite Shwe Sin 
Mining Co.,Ltd","Than Htite Shwe Sin Mining Co.,Ltd",Small scale,Small,2014-01-15T00:00:00Z,2014-01-15,2016-01-14T00:00:00Z,2016-01-14,Gold,Gold,20.0,20.0,Nar Nant Htunt,Nar Nant Htunt,SBM-317
0023/2013,"Ngwe Yung Linn 
Mining Co., Ltd","Ngwe Yung Linn Mining Co., Ltd",Small scale,Small,2013-01-30T00:00:00Z,2013-01-30,2016-01-29T00:00:00Z,2016-01-29,Gold,Gold,20.0,20.0,Man Loung Pay Pin,Man Loung Pay Pin,SBM-311
0136/2013,"Aye Nyein DaNa 
Co., Ltd","Aye Nyein DaNa Co., Ltd",Small scale,Small,2013-07-12T00:00:00Z,2013-07-12,2015-07-11T00:00:00Z,2015-07-11,Gold,Gold,20.0,20.0,Man Kut,Man Kut,SBM-313
0137/2013,"Aye Nyein DaNa 
Co., Ltd","Aye Nyein DaNa Co., Ltd",Small scale,Small,2013-07-12T00:00:00Z,2013-07-12,2015-07-11T00:00:00Z,2015-07-11,Gold,Gold,20.0,20.0,Man Kut,Man Kut,SBM-314
0106/2014,"Shwe Taing Htar Nay Co.,","Shwe Taing Htar Nay Co.,",Small scale,Small,2014-04-02T00:00:00Z,2014-04-02,2015-04-01T00:00:00Z,2015-04-01,Gold,Gold,18.59,18.59,Kyae Kaw Kyi,Kyae Kaw Kyi,SBM-319
0189/2014,"Seven Two Seven
Mining Co., Ltd","Seven Two Seven Mining Co., Ltd",Small scale,Small,2014-06-11T00:00:00Z,2014-06-11,2015-06-10T00:00:00Z,2015-06-10,Gold,Gold,20.0,20.0,Nar Nant Htunt,Nar Nant Htunt,SBM-318
0263/2014,"Seven Two Seven
Mining Co., Ltd","Seven Two Seven Mining Co., Ltd",Small scale,Small,2014-10-15T00:00:00Z,2014-10-15,2015-10-14T00:00:00Z,2015-10-14,Gold,Gold,20.0,20.0,Min Kone,Min Kone,SBM-325
0264/2014,"Seven Two Seven
Mining Co., Ltd","Seven Two Seven Mining Co., Ltd",Small scale,Small,2014-10-15T00:00:00Z,2014-10-15,2015-10-14T00:00:00Z,2015-10-14,Gold,Gold,20.0,20.0,Kho Nan,Kho Nan,SBM-326
0238/2014,"Shwe Linn Aung Co., Ltd","Shwe Linn Aung Co., Ltd",Small scale,Small,2014-09-03T00:00:00Z,2014-09-03,2015-09-02T00:00:00Z,2015-09-02,Gold,Gold,20.0,20.0,Man Loung Pay Pin,Man Loung Pay Pin,SBM-321
0245/2014,"Shwe Ni Hla Co., Ltd","Shwe Ni Hla Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,Man Inn Min Kone,Man Inn Min Kone,SBM-322
0246/2014,"Shwe Ni Hla Co., Ltd","Shwe Ni Hla Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,Man Inn Min Kone,Man Inn Min Kone,SBM-323
0244/2014,"Hein Hein Than Co., Ltd","Hein Hein Than Co., Ltd",Small scale,Small,2014-09-17T00:00:00Z,2014-09-17,2015-09-16T00:00:00Z,2015-09-16,Gold,Gold,20.0,20.0,Man Inn Min Kone,Man Inn Min Kone,SBM-324
0268/2014,"Shwe Win Aung Aung
Co., Ltd","Shwe Win Aung Aung Co., Ltd",Small scale,Small,2014-10-15T00:00:00Z,2014-10-15,2015-10-14T00:00:00Z,2015-10-14,Gold,Gold,20.0,20.0,Nar Nant Htunt,Nar Nant Htunt,SBM-327
0279/2014,"Agga Yadanar 
Mining Co., Ltd","Agga Yadanar Mining Co., Ltd",Small scale,Small,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Gold,Gold,20.0,20.0,Lawe Net Kyi,Lawe Net Kyi,SBM-333
0280/2014,"Agga Yadanar 
Mining Co., Ltd","Agga Yadanar Mining Co., Ltd",Small scale,Small,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Gold,Gold,20.0,20.0,Lawe Net Kyi,Lawe Net Kyi,SBM-334
0281/2014,"Agga Yadanar 
Mining Co., Ltd","Agga Yadanar Mining Co., Ltd",Small scale,Small,2014-11-26T00:00:00Z,2014-11-26,2015-11-25T00:00:00Z,2015-11-25,Gold,Gold,20.0,20.0,Lawe Net Kyi,Lawe Net Kyi,SBM-335
0299/2014,"Shwe Oh Si Mining 
Co., Ltd","Shwe Oh Si Mining Co., Ltd",Small scale,Small,2014-12-24T00:00:00Z,2014-12-24,2015-12-23T00:00:00Z,2015-12-23,Gold,Gold,20.0,20.0,Nan Mar,Nan Mar,SBM-328
